"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25910","faz login com usuário e senha válidos","","Fri Jun 20 17:17:35 BRT 2025","passed","Fri Jun 20 17:18:01 BRT 2025","","Login – Swag Labs","",""
